,Reporting_Entity,Facility_Name,State,Electricity_Production_GJ,Electricity_Production_MWh,Primary_Fuel,Year,Lat,Lng,Renewable
348,POWER AND WATER CORPORATION,Northern (Darwin) Region,NT,224073.0,62243.0,Multiple sources,2014-2015,-12.4637333,130.8444446,False
350,POWER AND WATER CORPORATION,Southern Region,NT,100879.0,28022.0,Multiple sources,2014-2015,-19.4914108,132.5509603,False
352,POWER GENERATION CORPORATION,Channel Island Power Station,NT,3520970.0,978047.0,Gas,2014-2015,-12.5550166,130.8663184,False
353,POWER GENERATION CORPORATION,Katherine Power Station,NT,55966.0,15546.0,Gas,2014-2015,-19.4914108,132.5509603,False
354,POWER GENERATION CORPORATION,Kings Canyon,NT,6202.0,1723.0,Solar,2014-2015,-24.2552941,131.5700131,True
355,POWER GENERATION CORPORATION,Owen Springs Power Station,NT,286571.0,79603.0,Gas,2014-2015,-23.8632482,133.8253457,False
356,POWER GENERATION CORPORATION,Ron Goodin Power Station,NT,334973.0,93048.0,Gas,2014-2015,-19.4914108,132.5509603,False
357,POWER GENERATION CORPORATION,Tennant Creek Power Station,NT,109184.0,30329.0,Gas,2014-2015,-19.64591,134.1909565,False
358,POWER GENERATION CORPORATION,Weddell Power Station,NT,1576552.0,437931.0,Gas,2014-2015,-12.5772143,130.9502033,False
359,POWER GENERATION CORPORATION,Yulara Power Station,NT,86710.0,24086.0,Gas/Diesel,2014-2015,-25.2320231,130.9913732,False
361,PRATT CONSOLIDATED HOLDINGS PTY. LTD.,Visy Energy - Coolaroo Co-gen,VIC,57190.0,15886.0,Biofuel,2014-2015,-37.6612312,144.9370304,True
363,RATCH - AUSTRALIA CORPORATION LIMITED,Kemerton Power Station,WA,302277.0,83966.0,Gas/Diesel,2014-2015,-33.1633786,115.7807467,False
365,RATCH - AUSTRALIA CORPORATION LIMITED,Toora Wind Farm,VIC,186002.0,51667.0,Wind,2014-2015,-38.6534438,146.3402295,True
366,RATCH - AUSTRALIA CORPORATION LIMITED,Townsville Power Station,QLD,290779.0,80772.0,Gas,2014-2015,-19.20158,146.6183471,False
367,RATCH - AUSTRALIA CORPORATION LIMITED,Windy Hill Wind Farm,QLD,112473.0,31243.0,Wind,2014-2015,-17.5945918,145.5313612,True
369,REGIONAL POWER CORPORATION,Carnarvon Power Station,WA,165889.0,46080.0,Gas,2014-2015,-24.8838363,113.6570584,False
370,REGIONAL POWER CORPORATION,Horizon Power Aggregated Minor Power Stations,WA,42232.0,11731.0,Diesel,2014-2015,-27.6728168,121.6283098,False
371,REGIONAL POWER CORPORATION,South Hedland Temporary Generation Power Station,WA,215850.0,59958.0,Gas,2014-2015,-20.4072579,118.5965289,False
373,RIO TINTO LIMITED,Paraburdoo Power Station,WA,2051703.0,569918.0,Gas,2014-2015,-23.2007259,117.6714611,False
374,RIO TINTO LIMITED,West Angelas Power Station,WA,2247.0,624.0,Gas,2014-2015,-23.1777653,118.7617779,False
375,RIO TINTO LIMITED,Yurralyi Maya Power Station,WA,3518017.0,977227.0,Gas,2014-2015,-20.7637215,116.7427853,False
377,ROYALLA HOLDINGS ASSET PTY LTD,Royalla Solar Farm,ACT,49475.0,13743.0,Solar,2014-2015,-35.4897929,149.1430018,True
379,SANTOS LTD,Wilga Park Power Station,NSW,194465.0,54018.0,Coal Seam Methane,2014-2015,-30.3634841,149.6771233,False
381,SENVION HOLDINGS PTY LTD,Wonthaggi Wind Farm,VIC,102127.0,28369.0,Wind,2014-2015,-38.6073719,145.547975,True
383,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Musselroe Wind Farm Pty Ltd,TAS,1900382.0,527884.0,Wind,2014-2015,-40.7803916,148.0104827,True
384,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Bluff point Wind Farm Pty Ltd,TAS,872765.0,242435.0,Wind,2014-2015,-40.7396138,144.6893962,True
385,SHENHUA CLEAN ENERGY HOLDINGS PTY LTD,Woolnorth Studland Bay Wind Farm Pty Ltd,TAS,1008270.0,280075.0,Wind,2014-2015,-40.7848399,144.7294621,True
387,SNOWTOWN SOUTH WIND FARM PTY. LTD.,SNOWTOWN SOUTH WIND FARM,SA,1538563.0,427379.0,Wind,2014-2015,-33.7809175,138.2149099,True
389,SNOWTOWN WIND FARM PTY LTD,Snowtown Wind Farm,SA,1229676.0,341577.0,Wind,2014-2015,-33.7140884,138.1408256,True
391,SNOWTOWN WIND FARM STAGE 2 PTY. LTD.,SNOWTOWN WIND FARM STAGE 2,SA,1493388.0,414830.0,Wind,2014-2015,-33.7140884,138.1408256,True
393,SNOWY HYDRO LIMITED,Angaston Power Station,SA,5951.0,1653.0,Liquid Fuel,2014-2015,-30.0002315,136.2091547,False
394,SNOWY HYDRO LIMITED,Colongra Power Station,NSW,7027.0,1952.0,Gas,2014-2015,-33.2094402,151.5457289,False
395,SNOWY HYDRO LIMITED,HEZ Power Station,NSW,840.0,233.0,Diesel,2014-2015,-32.8358078,151.4503288,False
396,SNOWY HYDRO LIMITED,Laverton North Power Station,VIC,4119.0,1144.0,Gas,2014-2015,-37.8410186,144.7875213,False
397,SNOWY HYDRO LIMITED,Lonsdale/Port Stanvac Power Station,SA,13511.0,3753.0,Diesel,2014-2015,-35.1102132,138.4909081,False
398,SNOWY HYDRO LIMITED,Snowy Hydro Ltd,NSW,9322679.0,2589633.0,Hydro,2014-2015,-31.2532183,146.921099,True
401,STANWELL CORPORATION LIMITED,Barron Gorge Power Station,QLD,625416.0,173727.0,Hydro,2014-2015,-16.8509999,145.6468624,True
402,STANWELL CORPORATION LIMITED,Kareeya Power Station,QLD,1614214.0,448393.0,Hydro,2014-2015,-17.767023,145.5780181,True
403,STANWELL CORPORATION LIMITED,Mackay Gas Turbine,QLD,1049.0,291.0,Diesel,2014-2015,-21.1446265,149.1589441,False
404,STANWELL CORPORATION LIMITED,Mica Creek Power Station,QLD,2316247.0,643402.0,Gas,2014-2015,-20.7784961,139.489875,False
405,STANWELL CORPORATION LIMITED,Stanwell Power Station,QLD,31516125.0,8754479.0,Black Coal,2014-2015,-23.5091325,150.3208166,False
406,STANWELL CORPORATION LIMITED,Swanbank E Power Station,QLD,3430389.0,952886.0,Gas,2014-2015,-27.6552772,152.8182067,False
407,STANWELL CORPORATION LIMITED,Tarong Power Stations,QLD,27422475.0,7617354.0,Black Coal,2014-2015,-26.7813053,151.9144592,False
409,SYNERGEN POWER PTY LIMITED,Dry Creek Power Station,SA,17591.0,4886.0,Gas,2014-2015,-34.8474882,138.5818107,False
410,SYNERGEN POWER PTY LIMITED,Mintaro Power Station,SA,25681.0,7134.0,Gas,2014-2015,-33.9181674,138.7232044,False
411,SYNERGEN POWER PTY LIMITED,Port Lincoln Power Station,SA,1386.0,385.0,Diesel,2014-2015,-34.7226381,135.8597449,False
412,SYNERGEN POWER PTY LIMITED,Snuggery Power Station,SA,1350.0,375.0,Diesel,2014-2015,-30.0002315,136.2091547,False
414,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kalgoorlie Power Station,WA,581978.0,161661.0,Gas,2014-2015,-30.749,121.466,False
415,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Kambalda Power Station,WA,651671.0,181020.0,Gas,2014-2015,-31.201572,121.662514,False
416,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Leinster Power Station,WA,1011064.0,280851.0,Gas/Diesel,2014-2015,-27.9160091,120.6991137,False
417,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Mt Keith Power Station,WA,1106066.0,307241.0,Gas,2014-2015,-27.281731,120.501701,False
418,TRANSALTA ENERGY (AUSTRALIA) PTY LTD,Solomon Power Station,WA,864667.0,240185.0,Gas/Diesel,2014-2015,-27.6728168,121.6283098,False
420,WATER CORPORATION,Cocos Keeling Islands Generation,WA,20311.0,5642.0,Liquid Fuel,2014-2015,47.7510741,-120.7401386,False
422,WORLEYPARSONS LIMITED,Exmouth Power Station,WA,81850.0,22736.0,Gas,2014-2015,-21.9459567,114.128481,False
1,ACCIONA ENERGY OCEANIA PTY. LTD.,Gunning Wind Farm,NSW,601740.0,167150.0,Wind,2017-2018,-34.6905625,149.4270092,True
2,ACCIONA ENERGY OCEANIA PTY. LTD.,Mt Gellibrand Wind Farm,VIC,4320.0,1200.0,Wind,2017-2018,-38.2327778,143.7922222,True
3,ACCIONA ENERGY OCEANIA PTY. LTD.,Waubra Wind Farm,VIC,2317673.0,643798.0,Wind,2017-2018,-37.3946388,143.6386011,True
5,AGL ENERGY LIMITED,Banimboola Hydro,VIC,11089.0,3080.0,Hydro,2017-2018,-36.5335771,147.4603458,True
6,AGL ENERGY LIMITED,Bayswater Power Station,NSW,55964880.0,15545800.0,Black Coal,2017-2018,-32.3925781,150.9490509,False
7,AGL ENERGY LIMITED,Bogong Power Station,VIC,290885.0,80801.0,Hydro,2017-2018,-36.8057885,147.2281158,True
8,AGL ENERGY LIMITED,Broken Hill Solar Plant,NSW,470545.0,130707.0,Solar,2017-2018,-31.985972,141.3929982,True
9,AGL ENERGY LIMITED,Burrendong Hydro,NSW,130417.0,36227.0,Hydro,2017-2018,-32.6801776,149.1386215,True
12,AGL ENERGY LIMITED,Copeton Hydro,NSW,148524.0,41257.0,Hydro,2017-2018,-29.8466241,150.8866281,True
13,AGL ENERGY LIMITED,Dartmouth Hydro,VIC,201611.0,56003.0,Hydro,2017-2018,-36.5324694,147.4961766,True
14,AGL ENERGY LIMITED,Eildon Hydro,VIC,668859.0,185794.0,Hydro,2017-2018,-37.2345677,145.9089916,True
15,AGL ENERGY LIMITED,Glenbawn Hydro,NSW,70572.0,19603.0,Hydro,2017-2018,-32.1080329,150.985732,True
16,AGL ENERGY LIMITED,Glenorchy Landfill Generation,TAS,32986.0,9163.0,Landfill Gas,2017-2018,-42.833056,147.275833,True
21,AGL ENERGY LIMITED,Hobart Landfill Generation,TAS,22430.0,6231.0,Landfill Gas,2017-2018,-42.8826055,147.3257196,True
22,AGL ENERGY LIMITED,Hunter Valley Gas Turbines,NSW,3073.0,854.0,Gas,2017-2018,-32.1932173,151.700565,False
23,AGL ENERGY LIMITED,Kemps Creek Landfill Generation,NSW,47007.0,13058.0,Landfill Gas,2017-2018,-33.8805637,150.7927925,True
24,AGL ENERGY LIMITED,Kincumber Landfill Generation,NSW,7588.0,2108.0,Landfill Gas,2017-2018,-33.4689844,151.3898882,True
25,AGL ENERGY LIMITED,Liddell Power Station,NSW,30667257.0,8518683.0,Black Coal,2017-2018,-32.3715056,150.9773385,False
26,AGL ENERGY LIMITED,Loy Yang Power Station and Mine,VIC,61026883.0,16951912.0,Brown Coal,2017-2018,-38.2537069,146.5756631,False
27,AGL ENERGY LIMITED,Macarthur Wind Farm,VIC,3770990.0,1047497.0,Wind,2017-2018,-38.0490795,142.1915163,True
28,AGL ENERGY LIMITED,McKay Creek Hydro,VIC,357923.0,99423.0,Hydro,2017-2018,45.5250549,-123.0049896,True
29,AGL ENERGY LIMITED,Moranbah Power Station,QLD,197704.0,54918.0,Coal Seam Methane,2017-2018,-22.0060858,148.0398332,False
30,AGL ENERGY LIMITED,Nyngan Solar Plant,NSW,902651.0,250736.0,Solar,2017-2018,-31.5662057,147.0707349,True
31,AGL ENERGY LIMITED,Oaklands Hill Wind Farm,VIC,677832.0,188287.0,Wind,2017-2018,-37.683252,142.551115,True
32,AGL ENERGY LIMITED,Pindari Hydro,NSW,12970.0,3603.0,Hydro,2017-2018,-29.515155,151.288486,True
33,AGL ENERGY LIMITED,Rockingham Landfill Generation,WA,84406.0,23446.0,Landfill Gas,2017-2018,-32.2780969,115.7351399,True
34,AGL ENERGY LIMITED,Rubicon Hydro Scheme,VIC,150908.0,41919.0,Hydro,2017-2018,-37.3259849,145.8614196,True
35,AGL ENERGY LIMITED,Shoalhaven Landfill Generation,NSW,6308.0,1752.0,Landfill Gas,2017-2018,-35.0810677,150.4892292,True
37,AGL ENERGY LIMITED,Torrens Island Power Station,SA,10072272.0,2797853.0,Gas,2017-2018,-34.8065986,138.5231933,False
38,AGL ENERGY LIMITED,Wattle Point Wind Farm,SA,977706.0,271585.0,Wind,2017-2018,-35.1117422,137.7212617,True
39,AGL ENERGY LIMITED,Werribee Biogas Generator,VIC,231340.0,64261.0,Biogas,2017-2018,-37.8997995,144.6641401,True
42,AGL ENERGY LIMITED,Woy Woy Landfill Generation,NSW,27416.0,7616.0,Landfill Gas,2017-2018,-33.4887953,151.3259426,True
43,AGL ENERGY LIMITED,Yarrawonga Hydro,VIC,134344.0,37318.0,Hydro,2017-2018,-36.0260723,146.0003241,True
45,ALCOA AUSTRALIAN HOLDINGS PTY LTD,Alinta Pinjarra Generation Facility,WA,7760182.0,2155606.0,Gas,2017-2018,-32.6462926,115.9464342,False
47,APT PIPELINES LIMITED,Daandine Power Station,QLD,787397.0,218721.0,Coal Seam Methane,2017-2018,-27.0861935,150.9425679,False
48,APT PIPELINES LIMITED,Diamantina Power Station,QLD,5765248.0,1601458.0,Gas,2017-2018,-20.7830295,139.4829711,False
49,APT PIPELINES LIMITED,Emu Downs Solar Farm,WA,97410.0,27058.0,Solar,2017-2018,-30.48468,115.415795,True
50,APT PIPELINES LIMITED,Emu Downs Wind Farm,WA,864702.0,240195.0,Wind,2017-2018,-30.4756515,115.381241,True
52,ARROW ENERGY HOLDINGS PTY LTD,Braemar 2 Power Station,QLD,925917.0,257199.0,Coal Seam Methane,2017-2018,-27.1107842,150.9054673,False
54,ATCO AUSTRALIA PTY LTD,Karratha Power Station,WA,284128.0,78924.0,Gas,2017-2018,-20.7336955,116.8447057,False
59,AXIA ENERGY AUSTRALIA PTY LTD,Smithfield Power Partnership,NSW,259179.0,71994.0,Gas,2017-2018,-33.8535722,150.9406861,False
61,BALD HILLS WF HOLDINGS PTY LTD,Bald Hills Wind Farm Pty Ltd,VIC,1306751.0,362986.0,Wind,2017-2018,-38.7478299,145.9494813,True
63,BEIJING JINGNENG CLEAN ENERGY (AUSTRALIA) HOLDING PTY LTD,New Gullen Range Wind Farm Pty Ltd,NSW,1825008.0,506947.0,Wind,2017-2018,-33.863638,151.2049168,True
65,BHP BILLITON IRON ORE PTY. LTD.,Yarnima Power Station,WA,2613641.0,726011.0,Gas,2017-2018,-23.3435575,119.7109647,False
67,BLUEWATERS POWER 1 PTY LTD,Bluewaters Power 1,WA,5796946.0,1610263.0,Black Coal,2017-2018,-33.3297691,116.2265472,False
69,BLUEWATERS POWER 2 PTY LTD,Bluewaters Power 2,WA,6232601.0,1731278.0,Black Coal,2017-2018,-33.3297691,116.2265472,False
71,BPIH PTY LIMITED,Enwave Central Park Pty Ltd,NSW,7740.0,2150.0,Gas,2017-2018,-34.55479589999999,150.7918204,False
72,BPIH PTY LIMITED,Enwave Mascot Pty Ltd,NSW,104473.0,29020.0,Gas,2017-2018,-31.2532183,146.921099,False
74,C S ENERGY LIMITED,Callide B Power Station,QLD,19818112.0,5505031.0,Black Coal,2017-2018,-24.2927187,150.4933758,False
75,C S ENERGY LIMITED,Callide C Power Station,QLD,21023694.0,5839915.0,Black Coal,2017-2018,-24.2927187,150.4933758,False
76,C S ENERGY LIMITED,Kogan Creek Power Station,QLD,18916535.0,5254593.0,Black Coal,2017-2018,-26.9146137,150.746994,False
77,C S ENERGY LIMITED,Wivenhoe Power Station,QLD,129318.0,35922.0,Hydro,2017-2018,-27.3724152,152.6320267,True
81,CAPE BYRON MANAGEMENT PTY LTD,Broadwater Power Plant,NSW,846961.0,235267.0,Bagasse,2017-2018,-29.0145838,153.4300366,True
82,CAPE BYRON MANAGEMENT PTY LTD,Condong Power Plant,NSW,774424.0,215118.0,Bagasse,2017-2018,-28.3117883,153.4363815,True
86,CECEP WIND POWER AUSTRALIA HOLDING PTY LTD,White Rock Wind Farm Pty Ltd,NSW,1245731.0,346036.0,Wind,2017-2018,-29.7624218,151.5447433,True
88,CLARKE ENERGY (AUSTRALIA) PTY LTD,Daandine Power Station,QLD,787397.0,218721.0,Coal Seam Methane,2017-2018,-27.0861935,150.9425679,False
90,CONTRACT POWER AUSTRALIA PTY LTD,Cue Town Powerstation,WA,10727.0,2980.0,Diesel,2017-2018,-27.4245191,117.8969772,False
91,CONTRACT POWER AUSTRALIA PTY LTD,Meekatharra Town Powerstation,WA,24219.0,6728.0,Diesel,2017-2018,-26.5956611,118.4935984,False
92,CONTRACT POWER AUSTRALIA PTY LTD,Mt Magnet Town Powerstation,WA,13739.0,3816.0,Gas,2017-2018,-28.0652329,117.8487476,False
93,CONTRACT POWER AUSTRALIA PTY LTD,Norseman Gold Power Station,WA,15562.0,4323.0,Diesel,2017-2018,-32.1977913,121.7788563,False
94,CONTRACT POWER AUSTRALIA PTY LTD,Sandstone Town Powerstation,WA,2462.0,684.0,Diesel,2017-2018,-28.6401506,119.0459927,False
95,CONTRACT POWER AUSTRALIA PTY LTD,Wiluna Town Powerstation,WA,8725.0,2424.0,Diesel,2017-2018,-26.5943011,120.227356,False
96,CONTRACT POWER AUSTRALIA PTY LTD,Yalgoo Town Powerstation,WA,3676.0,1021.0,Diesel,2017-2018,-28.3508702,116.7658255,False
98,CULLERIN RANGE WIND FARM PTY LTD,Cullerin Range Wind Farm,NSW,405688.0,112691.0,Wind,2017-2018,-34.8180225,149.399069,True
100,CWF HOLDINGS PTY LTD,Collgar Wind Farm,WA,2575799.0,715500.0,Wind,2017-2018,-31.9509006,115.8496117,True
102,CWP RENEWABLES PTY LTD,Boco Rock Wind Farm Pty Ltd,NSW,1339270.0,372019.0,Wind,2017-2018,-36.5769554,149.125867,True
104,DIF INFRA 4 HOLDINGS AUSTRALIA PTY LTD,Royalla Solar Farm ,ACT,141150.0,39208.0,Solar,2017-2018,-35.4897929,149.1430018,True
106,EDL (OCI) PTY LIMITED,Glennies Creek WCMG Power Station,NSW,278299.0,77305.0,Waste Coal Mine Gas,2017-2018,-32.4612156,151.1069328,False
107,EDL (OCI) PTY LIMITED,Oaky Creek II WCMG Power Station,QLD,378474.0,105132.0,Waste Coal Mine Gas,2017-2018,-28.1913043,152.9375365,False
108,EDL (OCI) PTY LIMITED,Oaky Creek WCMG Power Station,QLD,481208.0,133669.0,Waste Coal Mine Gas,2017-2018,-28.1913043,152.9375365,False
110,EDL (TT) PTY LIMITED,Tahmoor WCMG Power Station,NSW,118651.0,32959.0,Waste Coal Mine Gas,2017-2018,-34.2246566,150.5929466,False
112,EDL CSM (NSW) PTY LTD,Appin CSM Power Station,NSW,358092.0,99470.0,Waste Coal Mine Gas,2017-2018,-34.200914,150.7874904,False
113,EDL CSM (NSW) PTY LTD,Tower CSM Power Station,NSW,675750.0,187708.0,Waste Coal Mine Gas,2017-2018,-31.2532183,146.921099,False
115,EDL CSM (QLD) PTY LTD,German Creek CMM Power Station,QLD,1091491.0,303192.0,Waste Coal Mine Gas,2017-2018,-25.47614107456473,152.8968730508393,False
117,EDL LFG (ACT) PTY LTD,Mugga Lane LFG Power Station,ACT,114143.0,31706.0,Landfill Gas,2017-2018,-35.3739879,149.1324352,True
118,EDL LFG (ACT) PTY LTD,West Belconnen LFG Power Station,ACT,7519.0,2089.0,Landfill Gas,2017-2018,-35.2376521,149.0673217,True
120,EDL LFG (NSW) PTY LTD,Belrose LFG Power Station,NSW,8209.0,2280.0,Landfill Gas,2017-2018,-33.72828990000001,151.2179132,True
121,EDL LFG (NSW) PTY LTD,Eastern Creek LFG Power Station,NSW,32006.0,8891.0,Landfill Gas,2017-2018,-33.8102184,150.85064,True
122,EDL LFG (NSW) PTY LTD,Grange Avenue LFG Power Station,NSW,19676.0,5466.0,Landfill Gas,2017-2018,-33.701442,150.8513512,True
123,EDL LFG (NSW) PTY LTD,Jack's Gully LFG Power Station,NSW,46214.0,12837.0,Landfill Gas,2017-2018,-31.2532183,146.921099,True
124,EDL LFG (NSW) PTY LTD,Lucas Heights 1 LFG Power Station,NSW,50303.0,13973.0,Landfill Gas,2017-2018,-34.0506403,150.9872444,True
125,EDL LFG (NSW) PTY LTD,Lucas Heights 2 LFG Power Station,NSW,363867.0,101074.0,Landfill Gas,2017-2018,-34.0506403,150.9872444,True
127,EDL LFG (QLD) PTY LTD,Browns Plains LFG Power Station,QLD,49434.0,13732.0,Landfill Gas,2017-2018,-27.6624358,153.0527734,True
128,EDL LFG (QLD) PTY LTD,Roghan Road LFG Power Station,QLD,3462.0,962.0,Landfill Gas,2017-2018,-27.3408691,153.0398998,True
130,EDL LFG (SA) PTY LTD,Wingfield 1 LFG Power Station,SA,56828.0,15786.0,Landfill Gas,2017-2018,-34.8413535,138.54613,True
131,EDL LFG (SA) PTY LTD,Wingfield 2 LFG Power Station,SA,53366.0,14824.0,Landfill Gas,2017-2018,-34.8413535,138.54613,True
133,EDL LFG (VIC) PTY LTD,Berwick LFG Power Station,VIC,43366.0,12046.0,Landfill Gas,2017-2018,-38.0309443,145.3437469,True
134,EDL LFG (VIC) PTY LTD,Broadmeadows LFG Power Station,VIC,47876.0,13299.0,Landfill Gas,2017-2018,-37.6858788,144.9246674,True
135,EDL LFG (VIC) PTY LTD,Brooklyn LFG Power Station,VIC,40378.0,11216.0,Landfill Gas,2017-2018,-37.8173492,144.8465361,True
136,EDL LFG (VIC) PTY LTD,Clayton LFG Power Station,VIC,303134.0,84204.0,Landfill Gas,2017-2018,-37.9145479,145.127492,True
138,EDL LFG (VIC) PTY LTD,Springvale LFG Power Station,VIC,43619.0,12116.0,Landfill Gas,2017-2018,-37.9487211,145.1529433,True
140,EDL NGD (NT) PTY LTD,McArthur River Power Station,NT,1007350.0,279819.0,Gas,2017-2018,-16.11427123151219,136.3288903783971,False
141,EDL NGD (NT) PTY LTD,Pine Creek A Power Station,NT,594389.0,165108.0,Gas,2017-2018,-13.8226918,131.8344229,False
143,EDL NGD (WA) PTY LTD ,Broome LNG Power Station,WA,500240.0,138956.0,Gas,2017-2018,-17.96182,122.236998,False
144,EDL NGD (WA) PTY LTD ,Derby LNG Power Station,WA,121420.0,33728.0,Gas,2017-2018,-17.309288,123.6401839,False
145,EDL NGD (WA) PTY LTD ,Fitzroy Crossing LNG Power Station,WA,53373.0,14826.0,Gas,2017-2018,-18.19797,125.5670892,False
146,EDL NGD (WA) PTY LTD ,Halls Creek LNG Power Station,WA,41293.0,11470.0,Gas,2017-2018,-18.2229842,127.6701399,False
147,EDL NGD (WA) PTY LTD ,Looma NGD Power Station,WA,9142.0,2539.0,Diesel,2017-2018,-18.0398016,124.1493803,False
149,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 1 WCMG Power Station,QLD,572111.0,158920.0,Waste Coal Mine Gas,2017-2018,-25.4280672,151.1771816,False
150,EDL PROJECTS (AUSTRALIA) PTY LTD,Grosvenor 2 WCMG Power Station,QLD,316384.0,87884.0,Waste Coal Mine Gas,2017-2018,-25.4280672,151.1771816,False
151,EDL PROJECTS (AUSTRALIA) PTY LTD,Moranbah North CMM Power Station,QLD,1828241.0,507845.0,Waste Coal Mine Gas,2017-2018,-21.8853292,147.9657585,False
153,ELECTRICITY GENERATION AND RETAIL CORPORATION,Albany Wind Farm,WA,333656.0,92682.0,Wind,2017-2018,-35.0658656,117.7996621,True
154,ELECTRICITY GENERATION AND RETAIL CORPORATION,Bremer Bay Wind Diesel Power Station,WA,5968.0,1658.0,Wind,2017-2018,-34.3979041,119.3763011,True
155,ELECTRICITY GENERATION AND RETAIL CORPORATION,Cockburn Power Station,WA,424926.0,118035.0,Gas,2017-2018,-32.2003779,115.7740725,False
156,ELECTRICITY GENERATION AND RETAIL CORPORATION,Collie Power Station ,WA,7314999.0,2031944.0,Black Coal,2017-2018,-33.341644,116.2622398,False
157,ELECTRICITY GENERATION AND RETAIL CORPORATION,Coral Bay Wind Diesel Power Station,WA,12752.0,3542.0,Wind,2017-2018,-23.1422976,113.7723112,True
158,ELECTRICITY GENERATION AND RETAIL CORPORATION,Denham Wind Farm,WA,4907.0,1363.0,Wind,2017-2018,-25.9299413,113.538149,True
159,ELECTRICITY GENERATION AND RETAIL CORPORATION,Esperance Wind Farm,WA,56803.0,15779.0,Wind,2017-2018,-33.8613953,121.8912724,True
160,ELECTRICITY GENERATION AND RETAIL CORPORATION,Greenough River Solar Farm,WA,78534.0,21815.0,Solar,2017-2018,-28.9038103,115.1115641,True
161,ELECTRICITY GENERATION AND RETAIL CORPORATION,Hopetoun Wind Diesel Power Station,WA,16787.0,4663.0,Wind,2017-2018,-33.936999,120.1270136,True
162,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalbarri Wind Farm,WA,11370.0,3158.0,Wind,2017-2018,-27.7115397,114.1713913,True
163,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kalgoorlie Gas Turbine Station,WA,5081.0,1411.0,Gas,2017-2018,-30.749,121.466,False
164,ELECTRICITY GENERATION AND RETAIL CORPORATION,Kwinana Power Station,WA,2819814.0,783282.0,Gas,2017-2018,-32.2004954,115.774588,False
165,ELECTRICITY GENERATION AND RETAIL CORPORATION,Muja Power Station,WA,15838621.0,4399617.0,Black Coal,2017-2018,-33.446204,116.3065633,False
166,ELECTRICITY GENERATION AND RETAIL CORPORATION,Mungarra Gas Turbine Station,WA,69421.0,19284.0,Gas,2017-2018,-28.887904,115.118193,False
167,ELECTRICITY GENERATION AND RETAIL CORPORATION,Pinjar Gas Turbine Station,WA,2052787.0,570219.0,Gas,2017-2018,-31.62058739999999,115.8208094,False
169,ELECTRICITY NETWORKS CORPORATION,Ravensthorpe Power Station,WA,772.0,214.0,Diesel,2017-2018,-33.578677,120.0456159,False
171,ENERGY GENERATION PTY LTD,Ardyaloon Facility,WA,7064.0,1962.0,Diesel,2017-2018,-16.4469782,123.0597129,False
172,ENERGY GENERATION PTY LTD,Beagle Bay Facility,WA,6306.0,1752.0,Diesel,2017-2018,-16.9830116,122.6651831,False
173,ENERGY GENERATION PTY LTD,Bidyadanga Facility,WA,10355.0,2876.0,Diesel,2017-2018,-18.6844063,121.7777973,False
174,ENERGY GENERATION PTY LTD,Coober Pedy Facility,SA,63093.0,17526.0,Wind,2017-2018,-29.013516,134.7544219,True
175,ENERGY GENERATION PTY LTD,Djarindjin Facility,WA,6923.0,1923.0,Diesel,2017-2018,-16.514329,122.895699,False
176,ENERGY GENERATION PTY LTD,Gascoyne Facility,WA,2648.0,736.0,Diesel,2017-2018,-24.5453479,115.2837585,False
177,ENERGY GENERATION PTY LTD,Laverton Facility,WA,14868.0,4130.0,Diesel,2017-2018,-28.6259124,122.4014814,False
178,ENERGY GENERATION PTY LTD,Leonora Facility,WA,29622.0,8228.0,Gas,2017-2018,-28.8849715,121.3309059,False
179,ENERGY GENERATION PTY LTD,Menzies Facility,WA,2392.0,664.0,Diesel,2017-2018,-29.6935575,121.0288851,False
180,ENERGY GENERATION PTY LTD,Warmun Facility,WA,9546.0,2652.0,Diesel,2017-2018,-17.029704,128.2108177,False
182,ENERGY QUEENSLAND LIMITED,Barcaldine Power Station Facility,QLD,3041.0,845.0,Gas,2017-2018,-23.5523795,145.3140957,False
183,ENERGY QUEENSLAND LIMITED,Energy Impact - Bromelton Peak Generation Plant - Facility,QLD,3134.0,871.0,Diesel,2017-2018,-27.981644,152.9673844,False
184,ENERGY QUEENSLAND LIMITED,Energy Impact - Generation - Facility,QLD,1964.0,546.0,Diesel,2017-2018,-22.575197,144.0847926,False
186,ENERGYAUSTRALIA HOLDINGS LIMITED,Hallett Power Station,SA,71364.0,19823.0,Gas,2017-2018,-33.3522796,138.7536186,False
187,ENERGYAUSTRALIA HOLDINGS LIMITED,Jeeralang Power Station,VIC,440834.0,122454.0,Gas,2017-2018,-38.2750317,146.4254869,False
188,ENERGYAUSTRALIA HOLDINGS LIMITED,Mt Piper Power Station,NSW,28311455.0,7864293.0,Black Coal,2017-2018,-33.358008,150.0320006,False
